source_id,title,author,matched_by,action,changed_fields,reason,existing_title,existing_author,new_title,new_author
9dbc6cfd-834e-4d21-a9a9-f7016c0fa151,Plotinus,JM Rist,,SKIPPED,,needs_review=true,,,Plotinus,JM Rist
9dbd2117-661c-4090-81f4-6119c61b0890,DEMOSTHENE PLAIDOYERS POLITIQUES IV,DEMOSTHENE,,SKIPPED,,needs_review=true,,,DEMOSTHENE PLAIDOYERS POLITIQUES IV,DEMOSTHENE
9dc5fb08-2983-40ab-9a1d-8d16adca4692,THE TZEMACH TZEDEK,Unknown,,SKIPPED,,needs_review=true,,,THE TZEMACH TZEDEK,Unknown
9dcbfe63-8e19-42f7-97cf-10adf3894b73,KIDDUSH HA-SHEM AND SABBATAI ZEVI,SHOLEM ASCH,,SKIPPED,,needs_review=true,,,KIDDUSH HA-SHEM AND SABBATAI ZEVI,SHOLEM ASCH
9ddd7f2d-ec1d-4fe2-ab04-ecad9a466174,Jewish Contributions to Civilization: An Estimate,Joseph Jacobs,,SKIPPED,,needs_review=true,,,Jewish Contributions to Civilization: An Estimate,Joseph Jacobs
9df98963-41a0-47c6-8777-6659cd6d68cd,A Rabbi Small Mystery,Kemelman,,SKIPPED,,needs_review=true,,,A Rabbi Small Mystery,Kemelman
9e0f889f-3708-40d9-ba08-4212944409f0,Szent Biblia,Károli Gáspár,,SKIPPED,,needs_review=true,,,Szent Biblia,Károli Gáspár
9e27ce7b-a206-4494-a88c-a14572bf4388,The Jews of Islam,BERNARD LEWIS,,SKIPPED,,needs_review=true,,,The Jews of Islam,BERNARD LEWIS
9e325466-c28a-4dd8-8388-c7fa9fe82c29,Perpetual Motion,Carl Bohm,,SKIPPED,,needs_review=true,,,Perpetual Motion,Carl Bohm
9e3ccd21-37d7-48e9-8b29-1bf15c37bf90,THE ARCHITECTURE OF MICHELANGELO,JAMES S. ACKERMAN,,SKIPPED,,needs_review=true,,,THE ARCHITECTURE OF MICHELANGELO,JAMES S. ACKERMAN
9e3cfff7-0f62-4dd1-9d56-df5f6c89c355,Hope Against Hope,Nadezhda Mandelstam,,SKIPPED,,needs_review=true,,,Hope Against Hope,Nadezhda Mandelstam
9e6687d9-2844-46d0-8e3c-e2a684b8542d,DIALECTIC OF ENLIGHTENMENT,MAX HORKHEIMER AND THEODOR W. ADORNO,,SKIPPED,,needs_review=true,,,DIALECTIC OF ENLIGHTENMENT,MAX HORKHEIMER AND THEODOR W. ADORNO
9e6d5d1a-f48a-440d-99b8-044a5571f83d,THE HOLY QUR-AN,Unknown,,SKIPPED,,needs_review=true,,,THE HOLY QUR-AN,Unknown
9e6eb673-6cc0-4879-9ae1-50d7cab81b00,Teen-Agers Unite!,Charles M. Schulz,,SKIPPED,,needs_review=true,,,Teen-Agers Unite!,Charles M. Schulz
9e743192-c2ba-4829-91b8-f261d82836e8,ELEMENTARY EDUCATION IN ANCIENT ISRAEL,ELIEZER EBNER,,SKIPPED,,needs_review=true,,,ELEMENTARY EDUCATION IN ANCIENT ISRAEL,ELIEZER EBNER
9e75b1eb-2304-44f1-886b-f944c3373037,Multidimensional Scaling,"Joseph B. Kruskal, Myron Wish",,SKIPPED,,needs_review=true,,,Multidimensional Scaling,"Joseph B. Kruskal, Myron Wish"
9e7ed444-6a87-4add-a6b6-45006232a902,From Descartes to Kant,T. V. Smith and Marjorie Grene,,SKIPPED,,needs_review=true,,,From Descartes to Kant,T. V. Smith and Marjorie Grene
9e8b9708-9842-49d3-b342-9f4e0e43cbe9,Maimonides: Torah and Philosophic Quest,David Hartman,,SKIPPED,,needs_review=true,,,Maimonides: Torah and Philosophic Quest,David Hartman
9e9aba17-7037-43c0-b54c-824d1066d36b,The Diaries of Victor Klemperer 1945-59: The Lesser Evil,Victor Klemperer,,SKIPPED,,needs_review=true,,,The Diaries of Victor Klemperer 1945-59: The Lesser Evil,Victor Klemperer
9e9e76a7-0d84-41fe-b49e-4008dd0480f6,"Naming, Necessity, and Natural Kinds",Stephen P. Schwartz (Editor),,SKIPPED,,needs_review=true,,,"Naming, Necessity, and Natural Kinds",Stephen P. Schwartz (Editor)
9eadc4fc-451e-4f8a-8797-c7c91d776c64,Les institutions grecques,Claude Mossé,,SKIPPED,,needs_review=true,,,Les institutions grecques,Claude Mossé
9eb58325-c4d3-4438-9c57-c0070742cabc,THE STORY OF ART,E⚫H GOMBRICH,,SKIPPED,,needs_review=true,,,THE STORY OF ART,E⚫H GOMBRICH
9ebdb813-b070-4898-a479-f14a36990368,Eli,Unknown,,SKIPPED,,needs_review=true,,,Eli,Unknown
9ec3bb08-1df8-42f8-a012-0f087534db20,Samsad Bengali-English Dictionary,Sahitya Samsad,,SKIPPED,,needs_review=true,,,Samsad Bengali-English Dictionary,Sahitya Samsad
9ec63178-11c9-45fe-bc40-c39a2bad021f,"The Nature, Structure and Function of the Church in William of Ockham",John J. Ryan,,SKIPPED,,needs_review=true,,,"The Nature, Structure and Function of the Church in William of Ockham",John J. Ryan
9ec9c895-46fa-49f1-89ff-022da4d85da0,INTRODUCTION TO THE THEORY OF Heinrich Schenker,Oswald Jonas,,SKIPPED,,needs_review=true,,,INTRODUCTION TO THE THEORY OF Heinrich Schenker,Oswald Jonas
9ed514cc-104c-4b70-a9c0-982c3c2eb8c1,GREEK THINKERS,"PROF. THEODOR, GOMPERZ",,SKIPPED,,needs_review=true,,,GREEK THINKERS,"PROF. THEODOR, GOMPERZ"
9ee0e194-ef34-4ccb-a607-0565159ef57b,Miss Lonelyhearts & The Day of the Locust,Nathanael West,,SKIPPED,,needs_review=true,,,Miss Lonelyhearts & The Day of the Locust,Nathanael West
9efef591-454f-47a0-a740-ad3e6047b2a8,Somali - English Dictionary with English Index,R. David Zorc and Madina M. Osman,,SKIPPED,,needs_review=true,,,Somali - English Dictionary with English Index,R. David Zorc and Madina M. Osman
9f073e0e-2c49-451f-8b4a-45ccf2f5cfd1,Oxford University Museum,Unknown,,SKIPPED,,needs_review=true,,,Oxford University Museum,Unknown
9f08cb9e-e542-4e2f-bb5c-26e9e30734fe,Die Exegese hat das erste Wort: Beiträge zu Leben und Werk Benno Jacobs,Walter Jacob und Almuth Jürgensen,,SKIPPED,,needs_review=true,,,Die Exegese hat das erste Wort: Beiträge zu Leben und Werk Benno Jacobs,Walter Jacob und Almuth Jürgensen
9f15c511-7911-44d7-b36f-cbaaaa60d89d,חזקת עולם,הרב שמואל טובי' שטערן,,SKIPPED,,needs_review=true,,,חזקת עולם,הרב שמואל טובי' שטערן
9f17fd8c-35cd-4ad7-a114-22f06bddae89,Scripta Classica Israelica,The AEL Society,,SKIPPED,,needs_review=true,,,Scripta Classica Israelica,The AEL Society
9f1c1276-e479-427e-8f0b-b19083040a59,The Making of the President 1972,Theodore H. White,,SKIPPED,,needs_review=true,,,The Making of the President 1972,Theodore H. White
9f2787b2-def3-4572-b908-9f7305bb6b0b,La Politique,Aristote,,SKIPPED,,needs_review=true,,,La Politique,Aristote
9f374a60-a3dd-465d-adc9-302452d8ae64,Griechische Geschichte bis zur Schlacht bei Chaeroneia,Georg Busolt,,SKIPPED,,needs_review=true,,,Griechische Geschichte bis zur Schlacht bei Chaeroneia,Georg Busolt
9f3a397b-1f48-42b9-a77c-91e21fba601d,Complete String Quartets,Ludwig van Beethoven,,SKIPPED,,needs_review=true,,,Complete String Quartets,Ludwig van Beethoven
9f438aa8-1f02-40fd-9100-7e626e68e631,"Perspectives on Aristotle's NECESSITY, CAUSE, AND","GIL CAMBRINGE, DIAKONOFF THE",,SKIPPED,,needs_review=true,,,"Perspectives on Aristotle's NECESSITY, CAUSE, AND","GIL CAMBRINGE, DIAKONOFF THE"
9f4464d4-6afe-4822-8b75-561a15faabd4,Say it in ITALIAN,Unknown,,SKIPPED,,needs_review=true,,,Say it in ITALIAN,Unknown
9f4d8693-2f35-42a2-8315-dde2df81532c,Proust,Roger Shattuck,,SKIPPED,,needs_review=true,,,Proust,Roger Shattuck
9f7367ab-5abf-4b9a-9be5-e6361a76ea48,שם הגדולים,חיים יוסף דוד אזולאי,,SKIPPED,,needs_review=true,,,שם הגדולים,חיים יוסף דוד אזולאי
9f7cb5d0-1c03-49cf-9222-cd03bc8ed61a,Sabbath Service in Song,Shla Fedora,,SKIPPED,,needs_review=true,,,Sabbath Service in Song,Shla Fedora
9f887fb9-0222-4b32-bf44-4e1624e1e20c,זרמים יהודיים מהים הקריבי / Judeo-Caribbean Currents,ריימונד גולדשטיין,,SKIPPED,,needs_review=true,,,זרמים יהודיים מהים הקריבי / Judeo-Caribbean Currents,ריימונד גולדשטיין
9f9f3aff-9617-4939-a0b8-eb5c7eee2727,דפי זמרה,הדסה שרמן,,SKIPPED,,needs_review=true,,,דפי זמרה,הדסה שרמן
9fa19cbb-26f0-4eb7-beff-fc990b6d64ee,Prayer Book for Sabbath and Festivals,Philip Birnbaum,,SKIPPED,,needs_review=true,,,Prayer Book for Sabbath and Festivals,Philip Birnbaum
9fac52c0-a4c4-40ec-a688-8a3729eb77ae,ĶARAITICA,Jacob Mann,,SKIPPED,,needs_review=true,,,ĶARAITICA,Jacob Mann
9fad938d-848e-4854-92cf-1296b5e90e40,Expressionism,John Willett,,SKIPPED,,needs_review=true,,,Expressionism,John Willett
9fc75f76-b0cf-46c2-ada0-9b080573ad6f,Phoenix Volume XLII: 1,Unknown,,SKIPPED,,needs_review=true,,,Phoenix Volume XLII: 1,Unknown
9fcd1526-74ae-4881-a9b5-413d55c03b05,Archaeology of the Bible Book by Book,"Gaalyah Cornfeld, David Noel Freedman",,SKIPPED,,needs_review=true,,,Archaeology of the Bible Book by Book,"Gaalyah Cornfeld, David Noel Freedman"
9fedb08a-1802-4a4f-8cad-a9959eb1c415,SCIENCE AND THE MODERN WORLD,A.N.WHITEHEAD,,SKIPPED,,needs_review=true,,,SCIENCE AND THE MODERN WORLD,A.N.WHITEHEAD
9feea406-4c97-4d9f-830f-999e30cbd959,GENOCIDE in the HOLY LAND,DERSHOT,,SKIPPED,,needs_review=true,,,GENOCIDE in the HOLY LAND,DERSHOT
9ff97e33-baba-484f-b486-2d8ccbb6f44b,Oresteia,"Aeschylus, Richmond Lattimore",,SKIPPED,,needs_review=true,,,Oresteia,"Aeschylus, Richmond Lattimore"
a0075c7b-defb-4b9a-949c-8e2026f06385,DIE BIBEL MARTIN LUTHERS,MARTIN LUTHERS,,SKIPPED,,needs_review=true,,,DIE BIBEL MARTIN LUTHERS,MARTIN LUTHERS
a01591a5-a0e7-421c-84c2-e7ece9bdeab1,WÖRTERBUCH UBER DIE TALMUDIM UND MIDRASCHIM,JACOB LEVY,,SKIPPED,,needs_review=true,,,WÖRTERBUCH UBER DIE TALMUDIM UND MIDRASCHIM,JACOB LEVY
a01d2eff-25e1-465b-9200-b50496e6da01,Fundamental Method for the Cello,Ried Knechtel,,SKIPPED,,needs_review=true,,,Fundamental Method for the Cello,Ried Knechtel
a02084e2-b1fd-4519-9aab-b56729f89bf8,Ten Colloquies of Erasmus,"Martial, Erasmus",,SKIPPED,,needs_review=true,,,Ten Colloquies of Erasmus,"Martial, Erasmus"
a026a91e-6fa4-4afc-bab5-d8df9cc656cc,Providence in the Philosophy of Gersonides,J. David Bleiche,,SKIPPED,,needs_review=true,,,Providence in the Philosophy of Gersonides,J. David Bleiche
a02b32d5-79cb-41a9-ad9d-a803fe76fff9,Mysticism and Madness: The Religious Thought of Rabbi Nachman of Bratslav,Zvi Mark,,SKIPPED,,needs_review=true,,,Mysticism and Madness: The Religious Thought of Rabbi Nachman of Bratslav,Zvi Mark
a0622779-0328-47b0-8fd2-66fd807454e8,EPATb1 KARAMAзOBы,moeẞckuu,,SKIPPED,,needs_review=true,,,EPATb1 KARAMAзOBы,moeẞckuu
a0c5114e-928e-4d02-b399-f2ba42ef82e7,"Four Reports Made During the Years, 1862-63-64-65",Sir Alexander Cunningham,,SKIPPED,,"status=""failed""",,,"Four Reports Made During the Years, 1862-63-64-65",Sir Alexander Cunningham
a0cf99a1-bb1f-4b6e-9f6e-39b4cae880a6,זמירות ישראל,S. Naumbourg,,SKIPPED,,needs_review=true,,,זמירות ישראל,S. Naumbourg
a152acdb-074c-45c7-9108-83cd2c6a5234,Naruto Ultimate Ninja 2,Dan Birlew,,SKIPPED,,"status=""failed""",,,Naruto Ultimate Ninja 2,Dan Birlew
a21ffaf1-cb2a-4c96-8293-57cfd0661023,זמירות ישראל,S. NAUMBOURG,,SKIPPED,,needs_review=true,,,זמירות ישראל,S. NAUMBOURG
a2243aa0-7334-4b44-81b9-d17950e81cbb,"Nós, a gente e o bóia-fria",Elza Sabino da Silva Bueno,,SKIPPED,,"status=""failed""",,,"Nós, a gente e o bóia-fria",Elza Sabino da Silva Bueno
a307978c-c47c-4d40-9c51-ba70c07e9afa,אל ועלהאן,אינים קאַםף,,SKIPPED,,needs_review=true,,,אל ועלהאן,אינים קאַםף
a34acf79-542a-4dde-82d3-ed42dfe2c526,בית ? פירות,N.K.O,,SKIPPED,,needs_review=true,,,בית ? פירות,N.K.O
a3dc2ecd-9397-4231-8a38-41547ebcf971,הדעת קורות העולם,N.K.O,,SKIPPED,,needs_review=true,,,הדעת קורות העולם,N.K.O
a3efabc5-1e5c-4bef-9beb-6b1f52f1f49f,新旧约全书,Unknown,,SKIPPED,,needs_review=true,,,新旧约全书,Unknown
a41127c3-035f-49f0-ab1d-5b773cc76aaa,Prefaces to Shakespeare,Harley Granville-Barker,,SKIPPED,,needs_review=true,,,Prefaces to Shakespeare,Harley Granville-Barker
a41fd682-0f30-4db9-9023-101b3e2c4ff9,Repertorium litterarum graecarum,Javier L. Facal; Aníbal González; Theodore F. Brunner,,SKIPPED,,"status=""failed""",,,Repertorium litterarum graecarum,Javier L. Facal; Aníbal González; Theodore F. Brunner
a44b8c25-3d50-4b0f-b81a-259138045aee,Copahue Volcano,Franco Tassi; Orlando Vaselli; Alberto Tomas Caselli,,SKIPPED,,"status=""failed""",,,Copahue Volcano,Franco Tassi; Orlando Vaselli; Alberto Tomas Caselli
a45446db-3b8b-4acb-9373-ab25586fff9b,"India Directory, Or, Directions for Sailing to and from the East Indies, China, New Holland, Cape of Good Hope, Brazil, and the Interjacent Ports",James Horsburgh,,SKIPPED,,"status=""failed""",,,"India Directory, Or, Directions for Sailing to and from the East Indies, China, New Holland, Cape of Good Hope, Brazil, and the Interjacent Ports",James Horsburgh
a45eb379-80b2-4bf7-8dfd-0e4d490fdf31,Niederlausitz-wendisch-deutsches Handwörterbuch ... herausgegeben von J. C. F. Zwahr,J. G. ZWAHR,,SKIPPED,,"status=""failed""",,,Niederlausitz-wendisch-deutsches Handwörterbuch ... herausgegeben von J. C. F. Zwahr,J. G. ZWAHR
a465ed30-eee9-426a-80e6-77abd3f10a6b,איך בין געבליבן לעבן,Unknown,,SKIPPED,,needs_review=true,,,איך בין געבליבן לעבן,Unknown
a4f3edcc-a13f-4d14-8a2b-0dc9761d76ca,THE TALES OF BEEDLE THE BARD,J.K. ROWLING,,SKIPPED,,needs_review=true,,,THE TALES OF BEEDLE THE BARD,J.K. ROWLING
a5772524-666a-4f9f-965e-16bd8d573477,Caravaggio Studies,Walter Friedlaender,,SKIPPED,,needs_review=true,,,Caravaggio Studies,Walter Friedlaender
a5a4b2bc-8040-4194-b291-d7ad5e3d4f3c,How to be an Instant Goan,Valentino Fernandes,,SKIPPED,,"status=""needs_review""",,,How to be an Instant Goan,Valentino Fernandes
a6dcfc07-3027-4669-bff3-c2f2e4b35597,"Dortmund-- Bombenkrieg und Nachkriegszeit, 1939-1948",Gerhard E. Sollbach,,SKIPPED,,"status=""failed""",,,"Dortmund-- Bombenkrieg und Nachkriegszeit, 1939-1948",Gerhard E. Sollbach
a7041dff-75f1-43cb-9ca4-85a9e4f3cf33,הוגה בעיון נמרץ על ידי Norman Henry Snaith,Norman Henry Snaith,,SKIPPED,,"status=""needs_review""",,,הוגה בעיון נמרץ על ידי Norman Henry Snaith,Norman Henry Snaith
a710a4d0-0b73-449c-b8b3-d67b95fb28c2,"Piano Concerto No. 11, in F Major, K. 413",Wolfgang Amadeus Mozart; Norman Shetler; Edgar Seipenbusch; Wiener Kammerorchester,,SKIPPED,,"status=""needs_review""",,,"Piano Concerto No. 11, in F Major, K. 413",Wolfgang Amadeus Mozart; Norman Shetler; Edgar Seipenbusch; Wiener Kammerorchester
a723a9af-3da1-4882-ae2d-4032da869b73,אנץ תפלות שב,Mariet Westermann,,SKIPPED,,needs_review=true,,,אנץ תפלות שב,Mariet Westermann
a77a35cd-7fea-4fcd-b1c2-06775db32852,Selected Stories of Franz Kafka,Franz Kafka,,SKIPPED,,needs_review=true,,,Selected Stories of Franz Kafka,Franz Kafka
a7bb0a8a-2bd5-4295-8252-0fbc6de031fe,A Social and Religious History of the Jews,Salo Wittmayer Baron,,SKIPPED,,needs_review=true,,,A Social and Religious History of the Jews,Salo Wittmayer Baron
a7c41f52-3621-46a3-a654-09adcc0007b8,ב'ספינות של אש',ירון הראל,,SKIPPED,,needs_review=true,,,ב'ספינות של אש',ירון הראל
a868843b-b2dd-4e76-8fd1-1174053b2c4c,The County Library,Mrs. Saida (Brumback) Antrim; Saida Brumback Antrim; Ernest Irving Antrim,,SKIPPED,,"status=""failed""",,,The County Library,Mrs. Saida (Brumback) Antrim; Saida Brumback Antrim; Ernest Irving Antrim
a88b7e24-c922-4238-9b5f-4991596ed934,Our Unknown Constitution,William Harman Black,,SKIPPED,,"status=""needs_review""",,,Our Unknown Constitution,William Harman Black
a9181f73-7b8d-4447-a2ad-667929aa01f5,COBPAHHE C0HHHHHHH,TO MI E B I T I iÌ,,SKIPPED,,needs_review=true,,,COBPAHHE C0HHHHHHH,TO MI E B I T I iÌ
a97214a9-a968-4730-871e-c2203dff8ca8,דברי חכמים,דר. וואלף מישעל,,SKIPPED,,needs_review=true,,,דברי חכמים,דר. וואלף מישעל
a982c04e-59a9-41f5-8254-acf5b7eed9a6,"On Heroes, Hero-worship, and the Heroic in History",Thomas Carlyle,,SKIPPED,,"status=""needs_review""",,,"On Heroes, Hero-worship, and the Heroic in History",Thomas Carlyle
a9e13fc4-7725-4932-9918-14a7c4f4f9e3,The Book of Tea,岡倉覚三; Kakuzo Okakura,,SKIPPED,,"status=""needs_review""",,,The Book of Tea,岡倉覚三; Kakuzo Okakura
aa5fe6d7-bf4a-4e59-a674-19c80114791c,חכמה ומוסר AN ORIGINAL APPROACH TO SIDRAH INTERPRETATION,RAV DR. SALOMON BREUER,,SKIPPED,,needs_review=true,,,חכמה ומוסר AN ORIGINAL APPROACH TO SIDRAH INTERPRETATION,RAV DR. SALOMON BREUER
aa94bfd9-3e32-4bce-a902-a25e2f3c7805,Jahrbuch,Geologische Bundesanstalt (Austria),,SKIPPED,,"status=""failed""",,,Jahrbuch,Geologische Bundesanstalt (Austria)
aadffb81-4f81-4ae9-a23b-d1f642924285,פרקים נבחרים מהספרות הערבית,ישראל בן-זאב,,SKIPPED,,needs_review=true,,,פרקים נבחרים מהספרות הערבית,ישראל בן-זאב
aaed7904-4696-46eb-92b2-60c3ef66976b,Die Balearen,Ludwig Salvator (Archduke of Austria),,SKIPPED,,"status=""failed""",,,Die Balearen,Ludwig Salvator (Archduke of Austria)
ab24d9d4-ff54-492f-9505-96181d09ecd3,Knizhnai︠a︡ li︠e︡topisʹ,Unknown,,SKIPPED,,"status=""failed""",,,Knizhnai︠a︡ li︠e︡topisʹ,Unknown
ab3820aa-0046-4828-b1ec-2fc90ffaadb5,FOREIGN LANGUAGES For the Use of Printers and Translators,UNITED STATES GOVERNMENT PRINTING OFFICE,,SKIPPED,,needs_review=true,,,FOREIGN LANGUAGES For the Use of Printers and Translators,UNITED STATES GOVERNMENT PRINTING OFFICE
ab4f0888-86bc-43a6-8b53-e050aed00797,"Rome: Profile of a City, 312-1308",Richard Krautheimer,,SKIPPED,,needs_review=true,,,"Rome: Profile of a City, 312-1308",Richard Krautheimer
ab51edb1-ebdb-40a6-8584-ebd8e62464d2,Philosophy of Judaism,HERMANN COHEN'S; by JEHUDA MELBER,,SKIPPED,,needs_review=true,,,Philosophy of Judaism,HERMANN COHEN'S; by JEHUDA MELBER
ab799f04-5136-499b-bced-227a03560afe,DER PENTATEUCH: EXEGETISCH-KRITISCHE FORSCHUNGEN,BENNO JACOB,,SKIPPED,,needs_review=true,,,DER PENTATEUCH: EXEGETISCH-KRITISCHE FORSCHUNGEN,BENNO JACOB
ab8d6f04-3a87-4fa7-9d55-6cc59dc74051,Basic Philosophical Writings,Emmanuel Levinas,,SKIPPED,,needs_review=true,,,Basic Philosophical Writings,Emmanuel Levinas
aba72f48-a28b-40a0-a26d-68251cf57a83,TARQUINIA,Unknown,,SKIPPED,,needs_review=true,,,TARQUINIA,Unknown
abad8201-3cec-4094-b3f2-b9ea7c138fb6,Introduction to Cataloging and Classification,Bohdan S. Wynar,,SKIPPED,,needs_review=true,,,Introduction to Cataloging and Classification,Bohdan S. Wynar
abb03c15-fee3-49e9-91a0-a7972622cb0b,שירי ראזומני / SHIREI ROZUMNI,"אפרים זלמן ראזומני / Solomon Rozumni, Samuel Alman",,SKIPPED,,needs_review=true,,,שירי ראזומני / SHIREI ROZUMNI,"אפרים זלמן ראזומני / Solomon Rozumni, Samuel Alman"
abb15254-31ad-47a7-b393-fa8e96dbdd52,Concerto für Violoncell und Orchester,Luigi Boccherini,,SKIPPED,,needs_review=true,,,Concerto für Violoncell und Orchester,Luigi Boccherini
abb34be4-56a2-46ae-a67e-7f0f544a07e1,THE ĀDI GRANTH,Dr. ERNEST TRUMPP,,SKIPPED,,needs_review=true,,,THE ĀDI GRANTH,Dr. ERNEST TRUMPP
abb3cd95-7e99-4d59-a65e-11faa7693bce,NEM KAPTUK EZÜST TÁLCAN,SCHNAPP LEA,,SKIPPED,,needs_review=true,,,NEM KAPTUK EZÜST TÁLCAN,SCHNAPP LEA
abb759d5-aea4-4700-bd06-e816a5dd96d9,Aristotle's Vision of Nature,Frederick J. E. Woodbridge,,SKIPPED,,needs_review=true,,,Aristotle's Vision of Nature,Frederick J. E. Woodbridge
abb8bbd0-b50f-433b-bf53-03878dc62904,DAVID the KING,GLADYS SCHMITT,,SKIPPED,,needs_review=true,,,DAVID the KING,GLADYS SCHMITT
abb90495-e184-4fd7-aa41-2be6b3948287,Die fromme Helene,Wilhelm Busch,,SKIPPED,,needs_review=true,,,Die fromme Helene,Wilhelm Busch
abbfb224-adc9-4304-b100-f91c3432a362,Kadmistu Opera,"Wandel, Grange Priedrich",,SKIPPED,,needs_review=true,,,Kadmistu Opera,"Wandel, Grange Priedrich"
abcc39b5-0d35-4940-ba56-854fe30b5613,Dutch Verbs,Henry R. Stern,,SKIPPED,,needs_review=true,,,Dutch Verbs,Henry R. Stern
abcf4d4b-79ad-443a-9626-3221dbd68968,The Cambridge Companion to The Greek City,Oswyn Murray and Simon Price,,SKIPPED,,needs_review=true,,,The Cambridge Companion to The Greek City,Oswyn Murray and Simon Price
abd05c7f-50f1-41a0-9aad-307ca1709d0a,The Book of Mormon,Jake Temple,,SKIPPED,,needs_review=true,,,The Book of Mormon,Jake Temple
abd8592f-efba-4a27-9692-4aa7635d3b64,Famous Greek Plays,"Aeschylus, Sophocles, Euripides, Aristophanes, Whitney J. Oates, Eugene O'Neill Jr.",,SKIPPED,,needs_review=true,,,Famous Greek Plays,"Aeschylus, Sophocles, Euripides, Aristophanes, Whitney J. Oates, Eugene O'Neill Jr."
abdf34ad-7a48-4245-877c-ca8da67c38ea,Socrates the Man and His Thought,A.E. Taylor,,SKIPPED,,needs_review=true,,,Socrates the Man and His Thought,A.E. Taylor
abe08aed-e5cd-4312-bb82-9d182b40f5b6,Medieval theory of authorship,A. J. Minnis,,SKIPPED,,needs_review=true,,,Medieval theory of authorship,A. J. Minnis
abe0c306-4831-41c7-9ec9-cb8e5c4be0da,EATING PEOPLE IS WRONG,MALCOLM BRADBURY,,SKIPPED,,needs_review=true,,,EATING PEOPLE IS WRONG,MALCOLM BRADBURY
abeee26c-6e1e-4c92-9d8a-863c5f0a8abb,Hawaiian-English Dictionary,Mary Kawena Pukui and Samuel H. Elbert,,SKIPPED,,needs_review=true,,,Hawaiian-English Dictionary,Mary Kawena Pukui and Samuel H. Elbert
abef5b99-cf26-4695-a975-b17b7923f924,CONFRONTATION,ZVI KOLITZ,,SKIPPED,,needs_review=true,,,CONFRONTATION,ZVI KOLITZ
ac106f2a-72a1-4795-87bf-4f2f63da2a66,Plato's Apology of Socrates,E. de Strycker & S. R. Slings,,SKIPPED,,needs_review=true,,,Plato's Apology of Socrates,E. de Strycker & S. R. Slings
ac10e4ce-5441-45c5-8881-c854e817e858,Hebrew Ethical Wills,Israel Abrahams,,SKIPPED,,needs_review=true,,,Hebrew Ethical Wills,Israel Abrahams
ac1115c6-e763-409e-83c2-3ccf90f8b847,GUIDE PALACIO REAL de Madrid,Unknown,,SKIPPED,,needs_review=true,,,GUIDE PALACIO REAL de Madrid,Unknown
ac1ec287-2f3f-47ff-a346-dee816ca4b90,COBPAHHE COHHHEHHH,H. B. TOT0Ib,,SKIPPED,,needs_review=true,,,COBPAHHE COHHHEHHH,H. B. TOT0Ib
ac23e708-252d-43d4-b9a6-b33337c450bc,THE BROTHERS KARAMAZOV · 2,DOSTOYEVSKY,,SKIPPED,,needs_review=true,,,THE BROTHERS KARAMAZOV · 2,DOSTOYEVSKY
ac27efa5-c2e9-4f6a-bde9-14510046f060,A HISTORY OF GREEK MATHEMATICS,Sir Thomas Heath,,SKIPPED,,needs_review=true,,,A HISTORY OF GREEK MATHEMATICS,Sir Thomas Heath
ac288829-4983-4409-a99b-03fae54b9245,ROMOLA,GEORGE ELIOT,,SKIPPED,,needs_review=true,,,ROMOLA,GEORGE ELIOT
ac2d30b1-675b-4ec7-84dd-621125f2d684,Tutankhamen,Christiane Desroches-Noblecourt,,SKIPPED,,needs_review=true,,,Tutankhamen,Christiane Desroches-Noblecourt
ac2f8f95-cc44-4078-810a-6a7f816bf754,GEDICHTE,Joseph von Eichendorff,,SKIPPED,,needs_review=true,,,GEDICHTE,Joseph von Eichendorff
ac33d222-848d-4305-9198-3339ddefe16c,Mysteries of the Creation,Rabbi Dovid Brown,,SKIPPED,,needs_review=true,,,Mysteries of the Creation,Rabbi Dovid Brown
ac524a0f-eab9-40f2-96f5-a45269de9bdf,Philosophy in the Twentieth Century,A.J. Ayer,,SKIPPED,,needs_review=true,,,Philosophy in the Twentieth Century,A.J. Ayer
ac5e6f9e-f683-405e-b79b-5224414c6fae,Sanctification of the New Moon,"Solomon Gandz, Fillan Berlan, Otto Neugebauer",,SKIPPED,,needs_review=true,,,Sanctification of the New Moon,"Solomon Gandz, Fillan Berlan, Otto Neugebauer"
ac6183e9-7174-4a19-be1d-6adc05870fa7,Jewish Natural Nutrition,Yaakov Levinson,,SKIPPED,,needs_review=true,,,Jewish Natural Nutrition,Yaakov Levinson
ac7016ce-d049-4b75-8026-a49725926276,Complete Sonatas and Fantasies for Solo Piano,Wolfgang Amadeus Mozart,,SKIPPED,,needs_review=true,,,Complete Sonatas and Fantasies for Solo Piano,Wolfgang Amadeus Mozart
ac7a4d1b-66f3-4684-8a91-39c167c9b6c2,A Selection of Greek Historical Inscriptions,Marcus N. Tod,,SKIPPED,,needs_review=true,,,A Selection of Greek Historical Inscriptions,Marcus N. Tod
ac7b63a2-0260-4cbf-83d1-8aa466d01718,CHARACTERES,THEOPHRASTI,,SKIPPED,,needs_review=true,,,CHARACTERES,THEOPHRASTI
ac808605-1c5e-493f-8ea0-4a5658c3689f,War and Peace,Count Leo Tolstoy,,SKIPPED,,needs_review=true,,,War and Peace,Count Leo Tolstoy
