id,source,title,title_he,author,philology_score,confidence,philology_tags,collection,category,language,publisher,is_journal,matched_terms,status,needs_review
13f8a00f-ebc1-4232-ad43-0ec973a0d7e1,json,The Manuscript Library of the Armenian Patriarchate in Jerusalem,,Michael E. Stone,0.193,low,codicology|indo_european|linguistics|manuscripts,Manuscripts & Papyrology,Manuscripts,English,,false,manuscript; manuscripts; armenian; [title:manuscript],done,false
300b9e6d-4239-4bfb-a7f4-03a500c44f82,json,The Greek City States,,P. J. Rhodes,0.193,low,classical_studies|greek,Classical Philology | Greek & Latin,History,English,Cambridge University Press,false,classical greek; homer; ancient greece; hellenistic; [title:greek],done,false
7b89c401-ab19-4f70-aaee-2d6fd856d079,supabase,Medieval Latin,,"K. P. Harrington, Joseph Pucci, Alison Goddard Elliott",0.193,low,latin|medieval_texts,Classical Philology | Greek & Latin,,Latin,,false,latin; medieval latin; medieval; [title:latin],,false
f743e2c3-4ae0-40ce-afed-8c03f547e926,supabase,Alienated Minority: The Jews of Medieval Latin Europe,,Kenneth R. Stow,0.193,low,latin|medieval_texts,Classical Philology | Greek & Latin,,English,,false,latin; medieval latin; medieval; [title:latin],,false
3995b67a-869c-4758-8416-7f62c05c5140,json,The Sabbath Anthology,,Abraham Ezra Millgram,0.192,low,biblical_studies|classical_studies|jewish_philology|medieval_texts,Jewish Philology | Biblical Textual Criticism,Religion,English,U of Nebraska Press,false,talmud; hellenistic; medieval,needs_review,true
3a36c8df-dcb9-4c04-ad75-451828246e71,json,"Scriptures, Sects, and Visions",,Michael E. Stone,0.192,low,biblical_studies|classical_studies|jewish_philology|patristics,Jewish Philology | Biblical Textual Criticism,Religion,English,Wipf and Stock Publishers,false,hellenistic; intertestamental; second temple; [scholar:Michael Stone],done,false
5d7904b7-5a56-41f0-90ae-e941cfa50587,json,Magic Spells and Formulae: Aramaic Incantations of Late Antiquity,,Joseph Naveh and Shaul Shaked,0.192,low,classical_studies|semitic_languages,Jewish Philology | Semitic Languages,,,,false,aramaic; late antiquity; [title:aramaic],done,true
5fd2a4e2-bbc9-4183-9fd7-a090b1a0d669,json,A lexicon to Herodotus,,J. Enoch Powell,0.192,low,grammar|greek|lexicography,Classical Philology | Greek & Latin,,English,,false,herodotus; lexicon; [title:lexicon],done,false
94790a1b-a8e0-40ab-9a47-42fceb8bba30,supabase,Ancient Greek Scholarship,,Eleanor Dickey,0.192,low,classical_philology|greek,Classical Philology | Greek & Latin,,English,American Philological Association,false,philological; ancient greek; [title:greek],,false
b0f1b2a7-823b-40a7-81ff-f2fd9fc309b0,supabase,Lexicon Thucydideum,,E.-A. Bétant,0.192,low,grammar|latin|lexicography,Classical Philology | Greek & Latin,,Latin,OLMS,false,latin; lexicon; [title:lexicon],,false
b4be0612-8257-4135-9d7b-9689c4659bbf,supabase,Dizionario Etimologico Italiano,,Dante Olivieri,0.192,low,grammar|indo_european|lexicography|linguistics|medieval_texts,,,Italian,CESCHINA,false,etymology; dizionario; dante,,false
09ae9e19-ebe4-43af-a8f2-5c8cd583719f,json,English-Greek Dictionary,,S. C. Woodhouse,0.19,low,grammar|greek|lexicography,Classical Philology | Greek & Latin,Foreign Language Study,English,Taylor & Francis,false,ancient greek; greek dictionary; dictionary of; [title:greek],done,false
29418311-bb25-436a-a43a-fe36532f98f7,json,Short Latin Stories,,Philip Dunlop,0.188,low,grammar|latin|lexicography,Classical Philology | Greek & Latin,Juvenile Nonfiction,English,Cambridge University Press,false,latin; glossary; grammatical; [title:latin],done,false
3f6f2195-40db-4546-97a4-20255eff7caf,json,"The Metamorphoses Od Ovid, Translated by William Caxton, 1480; Complete Facsimile; 2 Volumes, Vol I, Books 1-9, the Phillipps Manuscript; Vol II, Books 10-15, the Pepys Manuscript; ND3395O8",,P. Ovidius Naso,0.188,low,codicology|latin|manuscripts,Classical Philology | Greek & Latin | Manuscripts & Papyrology,,English,,false,ovid; manuscript; [title:manuscript],done,false
575d606b-e1ee-427c-8024-2a2429356e73,json,An Albanian Historical Grammar,,Stuart E. Mann,0.188,low,grammar|indo_european|lexicography|linguistics,,,,,false,historical grammar; albanian; grammar; [title:grammar],done,true
aa273d51-d2e5-4dab-8757-baf0dabb4e0d,json,"An Icelandic Primer with Grammar, Notes and Glossary",,Henry Sweet,0.188,low,grammar|indo_european|lexicography|linguistics,,Old Norse language,English,,false,old norse; glossary; grammar; [title:grammar],done,false
9ccc73d2-5e21-41c1-b2fe-8e571d7aad78,supabase,Syntax of the Moods and Tenses of the Greek Verb,,William Watson Goodwin,0.188,low,grammar|greek|lexicography,Classical Philology | Greek & Latin,,English,,false,greek grammar; grammar; syntax; [title:greek],,false
22299e3c-1265-4249-bc24-4420a741456b,supabase,THE INSCRIPTIONS OF TIGLATH-PILESER III KING OF ASSYRIA,,H. TADMOR,0.188,low,epigraphy|papyrology|semitic_languages,Jewish Philology | Semitic Languages | Manuscripts & Papyrology,,English,THE ISRAEL ACADEMY OF SCIENCES AND HUMANITIES,false,assyrian; inscriptions; [title:inscriptions],,false
464b17b5-c1ec-4667-9a20-787d1b280e98,json,The Apocrypha and Pseudepigrapha of the Old Testament in English,,R. H. Charles,0.187,low,biblical_studies|jewish_philology|patristics,Jewish Philology | Biblical Textual Criticism,,English,,false,old testament; biblical; apocrypha; pseudepigrapha; second temple,done,false
6568494f-8fbd-4ae6-bcdb-c710da317e72,json,The Dead Sea Scrolls,,Rappaport; Devorah Dimant,0.187,low,biblical_studies|jewish_philology,Jewish Philology | Biblical Textual Criticism,Religion,English,BRILL,false,dead sea scrolls; qumran; hebrew bible; halakha; [title:dead sea scrolls],done,false
22dbef3c-9e52-4490-ad5c-f83a7d7dbff2,json,Phoenix,,Classical Association of Canada / Société canadienne des études classiques,0.183,low,classical_philology|classical_studies|journal,Classical Philology,Classical philology,English,,true,philology; classical association; [journal:phoenix],done,false
323dc3d0-e92f-49a8-a142-9c4856e9c80b,json,An Introductory New Testament Greek Method,,William Rainey Harper; Revere Franklin Weidner,0.183,low,biblical_studies|greek|patristics,Jewish Philology | Classical Philology | Greek & Latin | Biblical Textual Criticism,Greek language,English,,false,new testament greek; biblical; new testament; [title:greek],done,false
39385663-58f7-474b-88cb-cfa11ecba06d,json,A Grammar of Phoenician and Punic,,Stanislav Segert,0.183,low,grammar|lexicography|semitic_languages,Jewish Philology | Semitic Languages,Phoenician language,English,,false,phoenician; grammar; [title:grammar],done,false
3bd6abb6-2f10-49a7-9ff7-fac5f3b3aa35,json,Phoenix,,Classical Association of Canada,0.183,low,classical_philology|classical_studies|journal,Classical Philology,Classical philology,English,,true,philology; classical association; [journal:phoenix],done,false
508ebcf5-f114-426c-bff2-cfec5bdc16a7,json,A Basic Grammar of the Ugaritic Language,,Stanislav Segert,0.183,low,grammar|lexicography|semitic_languages,Jewish Philology | Semitic Languages,,,,false,ugaritic; grammar; [title:grammar],failed,true
6dbc5f96-7f7f-4b3a-878b-e40231d43471,json,Reference Grammar of Amharic,,Wolf Leslau,0.183,low,grammar|lexicography|semitic_languages,Jewish Philology | Semitic Languages,,,,false,amharic; grammar; [title:grammar],done,true
7b8318c9-1603-4897-8d4c-95a7dd432fb1,json,Phoenix,,Classical Association of Canada / Société canadienne des études classiques,0.183,low,classical_philology|classical_studies|journal,Classical Philology,Classical philology,English,,true,philology; classical association; [journal:phoenix],done,false
806d5cd4-806a-4d1f-8003-5089f716bc0f,json,Phoenix,,Unknown,0.183,low,classical_philology|classical_studies|journal,Classical Philology,Classical philology,English,,true,philology; classical association; [journal:phoenix],done,false
5a2d2883-7fe2-4d13-9665-20ddd1f42010,json,Archaic and Classical Greek Coins; The Library of Numismatics,,C.M. Kraay,0.179,low,epigraphy|greek|papyrology,Classical Philology | Greek & Latin | Manuscripts & Papyrology,,English,,false,classical greek; numismatics; [title:greek],done,false
8b5cdeea-34c4-4b31-a460-060b796762fc,json,Artful Crafts,,Michael J. Vickers; David W. J. Gill,0.179,low,epigraphy|greek|papyrology,Classical Philology | Greek & Latin | Manuscripts & Papyrology,Antiques & Collectibles,English,,false,ancient greek; epigraphic; [title:greek],done,false
bef6cde5-511d-44d6-8af6-fd93e9acc764,json,Philosophical Grammar,,Ludwig Wittgenstein,0.179,low,codicology|grammar|lexicography|manuscripts,Manuscripts & Papyrology,Language Arts & Disciplines,English,Univ of California Press,false,manuscript; grammar; [title:grammar],done,false
2554bad5-1efa-4845-a810-9626f94b8067,json,Introduction to the Hebrew Bible,,John Joseph Collins,0.178,low,biblical_studies|jewish_philology|patristics,Jewish Philology | Biblical Textual Criticism,Bibles,English,Augsburg Fortress Publishers,false,old testament; hebrew bible; biblical; apocrypha,done,false
1ca828df-938e-4af0-a2e1-a7e88f046c39,json,Or LaYesharim,,Joshua Buch,0.176,low,biblical_studies|codicology|jewish_philology|manuscripts,Jewish Philology | Biblical Textual Criticism | Manuscripts & Papyrology,Religion,iw,Lulu.com,false,talmud; rabbinic; genizah; manuscripts,failed,true
078ad29b-827d-4cb5-bb4a-4123d1a1cad4,json,Proceedings of the Cambridge Philological Society,,Cambridge Philological Society,0.175,low,classical_philology|journal,Classical Philology,Philology,English,,true,philology; philological; [journal:cambridge.*philological.*society],done,false
39d9b13e-a078-412b-ab43-9fdedb3445e0,json,An Historical Grammar of Japanese,,Sir George Bailey Sansom,0.175,low,grammar|indo_european|lexicography|linguistics,,Japanese language,English,,false,historical grammar; grammar; [title:grammar],done,false
47e29843-afef-46db-9681-b1d0a9b2fd81,json,A New Latin Syntax,,E. C. Woodcock,0.175,low,grammar|latin|lexicography,Classical Philology | Greek & Latin,Foreign Language Study,Latin,Bolchazy-Carducci Publishers,false,latin; syntax; [title:latin],done,false
52e0919e-1064-4b8a-8e69-bb0494e90c13,json,Armenian (Eastern) Newspaper Reader and Grammar,,R. David Zorc and Louisa Baghdasarian,0.175,low,grammar|indo_european|lexicography|linguistics,,,,,false,armenian; grammar; [title:grammar],done,true
56d23715-eaac-4a66-b4fb-9cff829f44f3,json,A SANSKRIT GRAMMAR FOR STUDENTS,,ARTHUR A. MACDONELL,0.175,low,grammar|indo_european|lexicography|linguistics,,,English,,false,sanskrit; grammar; [title:grammar],done,true
70da4156-d213-4e49-a0e2-0582ac35f62d,json,Albanian Grammar,,Martin Camaj,0.175,low,grammar|indo_european|lexicography|linguistics,,Language Study,English,Otto Harrassowitz Verlag,false,albanian; grammar; [title:grammar],done,false
a68c022c-70cc-4fe4-9073-49d76814fd38,json,Buddhist Hybrid Sanskrit Grammar and Dictionary,,Franklin Edgerton,0.175,low,grammar|indo_european|lexicography|linguistics,,,English,,false,sanskrit; grammar; [title:grammar],done,false
a8ccfbe7-6bef-4852-8c50-f23907511ae8,json,An Introduction to Ancient Greek,,Cecelia Eaton Luschnig; Deborah Mitchell,0.175,low,grammar|greek|lexicography,Classical Philology | Greek & Latin,Foreign Language Study,English,Hackett Publishing,false,ancient greek; grammar; [title:greek],done,false
a68c022c-70cc-4fe4-9073-49d76814fd38,supabase,Buddhist Hybrid Sanskrit Grammar,,Franklin Edgerton,0.175,low,grammar|indo_european|lexicography|linguistics,,,English,,false,sanskrit; grammar; [title:grammar],,false
f8d8de21-4a87-4d3f-b0c7-387774838bc4,supabase,A VEDIC GRAMMAR for Students,,Arthur A. Macdonell,0.175,low,grammar|indo_european|lexicography|linguistics,,,English,,false,vedic; grammar; [title:grammar],,false
7bec5257-c087-40a3-af9b-f7b4f8c6472c,supabase,Proceedings of the Cambridge Philological Society,,"Robert Coleman, Robin Cormack, Don Fowler, Byron Harries, Gabriel Herman, D. W. Rathbone, Andrew Wallace-Hadrill, C. W. Willink",0.175,low,classical_philology|journal,Classical Philology,,English,Cambridge Philological Society,true,philology; philological; [journal:cambridge.*philological.*society],,false
9e90bc77-efba-44a0-9f0c-05f233778add,supabase,Proceedings of the Cambridge Philological Society,,Unknown,0.175,low,classical_philology|journal,Classical Philology,,English,Cambridge Philological Society,true,philology; philological; [journal:cambridge.*philological.*society],,false
30bf674a-bb30-4ec2-ad2a-9fc7ee36f9a3,supabase,Proceedings of the Cambridge Philological Society,,"Graeme Barker, Dorothea Frede, John Henderson, M.D. Reeve, Stephanie West, Froma I. Zeitlin",0.175,low,classical_philology|journal,Classical Philology,,English,Cambridge Philological Society,true,philology; philological; [journal:cambridge.*philological.*society],,false
d152a766-9068-4044-92d1-5fc8bcebacbb,supabase,Sanskrit Grammar,,William Dwight Whitney,0.175,low,grammar|indo_european|lexicography|linguistics,,,English,Barbarb University Press,false,sanskrit; grammar; [title:grammar],,false
e241c5d4-56db-4944-a432-53e75399b440,supabase,Proceedings of the Cambridge Philological Society,,"A. L. Brown, John F. Cherry, Stephen Halliwell, Stephen Heyworth, David McKie, Paul Millett, R. M. Ogilvie, J. W. Rich, Gregory Vlastos",0.175,low,classical_philology|journal,Classical Philology,,English,Cambridge Philological Society,true,philology; philological; [journal:cambridge.*philological.*society],,false
86790f58-ba2a-480d-8a2d-71e5b32810fa,supabase,Proceedings of the Cambridge Philological Society,,"M. Beard, C. O. Brink, J. A. Crook, C. Osborne, D. R. Shackleton Bailey, O. Taplin, D. J. Thompson, E. Vermeule, M. Wyke, J. C. Yardley",0.175,low,classical_philology|journal,Classical Philology,,English,Cambridge Philological Society,true,philology; philological; [journal:cambridge.*philological.*society],,false
539d75b7-4997-43ce-a1e6-7a7aa54d02aa,supabase,GREEK VERBS irregular and defective,,William Veitch,0.175,low,grammar|greek|lexicography,Classical Philology | Greek & Latin,,English,Elibron Classics,false,greek grammar; grammar; [title:greek],,false
39d9b13e-a078-412b-ab43-9fdedb3445e0,supabase,An Historical Grammar of Japanese,,George Sansom,0.175,low,grammar|indo_european|lexicography|linguistics,,,English,Oxford University Press,false,historical grammar; grammar; [title:grammar],,false
4b3cb45d-1ce0-4769-ba07-cccad70d485e,supabase,A Reference Grammar for Students,,"Leonard Newmark, Philip Hubbard, Peter Prifti",0.175,low,grammar|indo_european|lexicography|linguistics,,,English,Stanford University Press,false,albanian; grammar; [title:grammar],,false
323dc3d0-e92f-49a8-a142-9c4856e9c80b,supabase,INTRODUCTORY NEW TESTAMENT GREEK METHOD,,HARPER AND WEIDNER,0.171,low,biblical_studies|greek|patristics,Jewish Philology | Classical Philology | Greek & Latin | Biblical Textual Criticism,,English,,false,new testament greek; new testament; [title:greek],,false
02597d1c-8daf-4d94-ad4f-d79328cb2b28,json,Greek,,Geoffrey Horrocks,0.167,low,greek|medieval_texts,Classical Philology | Greek & Latin,Language Arts & Disciplines,English,Wiley-Blackwell,false,mycenaean; middle ages; [title:greek],done,false
4b9d45c1-ed2c-43cc-bac2-7e92c5d06475,json,Paideia: The Ideals of Greek Culture: Volume I. Archaic Greece: The Mind of Athens,,Werner Jaeger,0.167,low,classical_studies|greek,Classical Philology | Greek & Latin,History,English,Oxford University Press,false,plato; ancient greece; [title:greek],done,false
70886654-7768-435d-a1b5-5ec6d5d0c62b,json,Bereishit Chapter One,,Rashi,0.167,low,biblical_studies|jewish_philology|patristics,Jewish Philology | Biblical Textual Criticism,,English,Createspace Independent Publishing Platform,false,old testament; torah; tanakh,failed,true
7d122b9a-a46e-4b93-a3d0-f92fce84e649,json,The Art of Ancient Greece,,J. J. Pollitt,0.167,low,classical_studies|greek|latin,Classical Philology | Greek & Latin,Art,English,Cambridge University Press,false,latin; ancient greece; [title:greek],done,false
a410ef02-cfdb-4ba8-ad36-d2ea3f0e5930,json,The Slave Systems of Greek and Roman Antiquity,,William Linn Westermann,0.167,low,classical_studies|greek,Classical Philology | Greek & Latin,History,English,American Philosophical Society,false,homer; hellenistic; [title:greek],done,false
2c55ebfe-04cb-4c77-834a-4b693b5a626f,json,From the Maccabees to the Mishnah,,Shaye J. D. Cohen,0.165,low,biblical_studies|jewish_philology|patristics,Jewish Philology | Biblical Textual Criticism,Religion,English,Westminster John Knox Press,false,mishnah; rabbinic; biblical; early christian,done,false
f2e0ba32-1465-4ce2-8e47-fa6d222d7719,supabase,Studies in Jewish Babylonian Aramaic,,Matthew Morgenstern,0.163,low,semitic_languages,Jewish Philology | Semitic Languages,,English,Harvard Semitic Studies,false,semitic; babylonian; aramaic; [title:aramaic],,false
07db6203-c176-4160-8124-e260f17d95af,json,The Apocrypha and Pseudepigrapha of the Old Testament,,R.H.. Charles,0.162,low,biblical_studies|jewish_philology|patristics,Jewish Philology | Biblical Textual Criticism,,English,,false,old testament; apocrypha; pseudepigrapha,done,false
08103a03-d583-4697-8b92-571a32f1ff5e,supabase,A Rabbinic Commentary on the New Testament,,Samuel Tobias Lachs,0.162,low,biblical_studies|jewish_philology|patristics,Jewish Philology | Biblical Textual Criticism,,English,,false,rabbinic; biblical; new testament; biblical commentary,,false
464b17b5-c1ec-4667-9a20-787d1b280e98,supabase,Apocrypha and Pseudepigrapha of the Old Testament,,Charles,0.162,low,biblical_studies|jewish_philology|patristics,Jewish Philology | Biblical Textual Criticism,,English,Oxford,false,old testament; apocrypha; pseudepigrapha,,false
7bec5257-c087-40a3-af9b-f7b4f8c6472c,json,Proceedings of the Cambridge Philological Society,,Roger David Dawe; William Hugh Clifford Frend,0.158,low,classical_philology|journal,Classical Philology,Civilization,English,,true,philological; [journal:cambridge.*philological.*society],done,false
7ed62b58-574f-443a-8174-8508512d14c7,json,Euripides: Phoenissae,,Euripides,0.158,low,classical_philology|greek,Classical Philology | Greek & Latin,Drama,English,Cambridge University Press,false,philological; euripides,done,false
48c5d3ac-99c1-4380-a59a-7899a1a19be1,supabase,Selections from Pindar,,Gordon MacDonald Kirkwood; Pindar,0.158,low,classical_philology|greek,Classical Philology | Greek & Latin,,English,American Philological Association,false,philological; pindar,,false
5de773ef-513d-4d2f-ac1f-00253679295d,supabase,The Histories,,Herodotus,0.158,low,classical_philology|greek,Classical Philology | Greek & Latin,,English,Norton,false,critical edition; herodotus,,false
a9609247-2514-4d49-9c39-ab638583eed9,supabase,Akkadian Chrestomathy,,Franz M. Bohl,0.158,low,classical_philology|semitic_languages,Jewish Philology | Classical Philology | Semitic Languages,,English,Nederlandsch Archaeologisch-Philologisch Instituut Voor Het Nabije Oosten,false,philologisch; akkadian,,false
f27a2fda-5502-4c67-a167-d3239b9e6224,supabase,INTRODUCTION TO THE MASSORETICO-CRITICAL EDITION OF THE HEBREW BIBLE,,"CHRISTIAN D. GINSBURG, L. L. D.",0.158,low,biblical_studies|classical_philology|jewish_philology,Jewish Philology | Classical Philology | Biblical Textual Criticism,,English,KTAV PUBLISHING HOUSE INC.,false,critical edition; hebrew bible,,false
d9f7483a-9882-49e6-a1d4-f44246a81318,supabase,GREEK IN TALMUDIC PALESTINE,,DANIEL SPERBER,0.158,low,biblical_studies|greek|jewish_philology,Jewish Philology | Classical Philology | Greek & Latin | Biblical Textual Criticism,,English,BAR-ILAN UNIVERSITY PRESS,false,talmudic; [title:talmudic]; [title:greek],,false
45fbae2e-94cb-4625-ba80-a54b55d16e1f,json,The New Simonides,,Deborah Boedeker; David Sider,0.156,low,codicology|epigraphy|manuscripts|papyrology,Manuscripts & Papyrology,Literary Criticism,English,Oxford University Press,false,papyri; oxyrhynchus,done,false
6eb89217-b6c0-4031-8009-fb2cfc4b3ef4,json,Short Manual of Greek Palaeography 2nd Ed,,B.A. VAN. Groningen,0.154,low,codicology|greek|manuscripts,Classical Philology | Greek & Latin | Manuscripts & Papyrology,,English,,false,palaeography; [title:greek]; [title:palaeography],done,false
6eb89217-b6c0-4031-8009-fb2cfc4b3ef4,supabase,SHORT MANUAL OF GREEK PALAEOGRAPHY,,B.A. VAN GRONINGEN,0.154,low,codicology|greek|manuscripts,Classical Philology | Greek & Latin | Manuscripts & Papyrology,,English,A. W. SITTHOFF'S UITGEVERSMO N.V.,false,palaeography; [title:greek]; [title:palaeography],,false
0723549b-bc13-4824-93f3-79587290fef5,json,Only Connect,,David H. Porter,0.153,low,greek,Classical Philology | Greek & Latin,Drama,English,University Press of America,false,greek tragedy; aeschylus; sophocles; euripides; [title:greek],done,false
2d271208-e340-43a7-97b3-eb21d89b6a65,json,Torah and Law in Paradise Lost,,Jason P. Rosenblatt,0.153,low,biblical_studies|jewish_philology|patristics,Jewish Philology | Biblical Textual Criticism,Literary Criticism,English,Princeton University Press,false,hebrew bible; torah; new testament,done,false
8ad951ff-1eb6-4799-9c9b-74d2eaacf41c,json,A Great Voice that Did Not Cease,,Michael Chernick,0.153,low,biblical_studies|jewish_philology|patristics,Jewish Philology | Biblical Textual Criticism,Religion,English,Hebrew Union College Press,false,talmud; rabbinic; hermeneutics,needs_review,true
a7c79468-542d-4c4b-83d4-659c7bce3358,json,Medicine in the Mishneh Torah of Maimonides,,Fred Rosner,0.153,low,biblical_studies|jewish_philology|patristics,Jewish Philology | Biblical Textual Criticism,Biography & Autobiography,English,"Jason Aronson, Incorporated",false,mishnah; torah; exegesis,done,false
abd8592f-efba-4a27-9692-4aa7635d3b64,json,Famous Greek Plays,,"Aeschylus, Sophocles, Euripides, Aristophanes, Whitney J. Oates, Eugene O'Neill Jr.",0.153,low,greek,Classical Philology | Greek & Latin,,,,false,aeschylus; sophocles; euripides; aristophanes; [title:greek],done,true
ae202c0e-2898-4876-b0c4-765ddfca2668,supabase,The Complete Greek Drama,,"Whitney J. Oates and Eugene O'Neill, Jr.",0.153,low,greek,Classical Philology | Greek & Latin,,English,Random House,false,aeschylus; sophocles; euripides; aristophanes; [title:greek],,false
f2ed1fe8-4a01-4331-ba97-42de420ddeb4,supabase,Jews and Gentiles in the Holy Land in the Days of the Second Temple the Mishnah and the Talmud,,"Menachem Mor, Aharon Oppenheimer, Jack Pastor, Daniel R. Schwartz",0.153,low,biblical_studies|jewish_philology|patristics,Jewish Philology | Biblical Textual Criticism,,English,,false,talmud; mishnah; second temple,,false
726474ac-3782-4d3e-a98d-2b0fd80742f8,json,The Etruscan Language,,Giuliano Bonfante; Larissa Bonfante,0.151,low,epigraphy|grammar|lexicography|papyrology,Manuscripts & Papyrology,Art,English,Manchester University Press,false,inscriptions; glossary; grammar,done,false
24668131-5691-44c8-ad1b-94d0578614b3,json,Exodus,,Victor P. Hamilton,0.15,low,biblical_studies|jewish_philology|patristics,Jewish Philology | Biblical Textual Criticism,Religion,English,Baker Books,false,old testament; exegesis,done,false
25f24eb9-ba57-4e00-b08e-9aba8c571e93,json,Tradition and Reflection,,Wilhelm Halbfass,0.15,low,classical_philology|indo_european|linguistics,Classical Philology,Religion,English,SUNY Press,false,philological; vedic,done,false
2b15e5c5-3280-488f-b8a4-4d51d591eea5,json,The Syrian Fathers on Prayer,,Sebastian Brock,0.15,low,semitic_languages,Jewish Philology | Semitic Languages,Religion,English,Gorgias Press,false,syriac; [scholar:Sebastian Brock],done,false
3c4bfbb8-b9c3-42a1-a3eb-1defc6b424f3,json,The Old Testament Pseudepigrapha,,James H. Charlesworth,0.15,low,biblical_studies|jewish_philology|patristics,Jewish Philology | Biblical Textual Criticism,Apocryphal books (Old Testament),English,,false,old testament; pseudepigrapha,done,false
4a508aa8-361e-426a-a3fa-8296fa1da53e,json,Crescas' Critique of Aristotle,,Harry Austryn Wolfson,0.15,low,greek|semitic_languages,Jewish Philology | Classical Philology | Semitic Languages | Greek & Latin,Philosophy,English,"Harvard Semitic Series, 6",false,aristotle; semitic,done,false
60f8266c-2f48-4fb8-8c65-8f62d5c99f33,json,Ancient Near Eastern Texts Relating to the Old Testament with Supplement,,James B. Pritchard,0.15,low,biblical_studies|jewish_philology|patristics,Jewish Philology | Biblical Textual Criticism,History,English,Princeton University Press,false,old testament; biblical,done,false
7f669b7d-bb45-4e32-a5d2-4608196def05,json,Bible Difficulties in the Book of Exodus,,Edward D. Andrews,0.15,low,biblical_studies|biblical_textual_criticism|jewish_philology,Jewish Philology | Biblical Textual Criticism,,English,,false,hebrew bible; [scholar:Emanuel Tov],done,false
868e2289-1353-4880-94f8-383095d80e64,json,Happiness in Premodern Judaism,,Hava Tirosh-Samuelson,0.15,low,biblical_studies|greek|jewish_philology,Jewish Philology | Classical Philology | Greek & Latin | Biblical Textual Criticism,Social Science,English,Hebrew Union College Press,false,aristotle; rabbinic,done,false
a6bd314d-8cdd-4d62-aadd-212e056dda43,json,Philo,,F H Colson; G H Whitaker,0.15,low,biblical_studies|jewish_philology|patristics,Jewish Philology | Biblical Textual Criticism,Philosophy,English,Tradd Street Press,false,pentateuch; biblical; biblical commentary,done,false
b288b930-09cd-4a27-8937-6e3aca71ba3d,json,The Redaction of the Babylonian Talmud: Its Character and Its Thematic Structure,,Morris Scholem,0.15,low,biblical_studies|jewish_philology|semitic_languages,Jewish Philology | Semitic Languages | Biblical Textual Criticism,,,,false,babylonian; talmud,done,true
46606b65-4812-4c91-a19e-34dfcad79482,supabase,Nubes,,Aristophanes,0.15,low,greek|latin,Classical Philology | Greek & Latin,,English,,false,aristophanes; latin,,false
a2676577-1ab7-4062-acd4-be617da9436f,supabase,Thesaurus Syriacus,,Robert Payne Smith,0.15,low,latin|semitic_languages,Jewish Philology | Classical Philology | Semitic Languages | Greek & Latin,,Latin,Georg Olms,false,latin; syriac,,false
5ee2fa13-f806-4b89-bfea-e134195f31fb,supabase,Der Babylonische Talmud,,Lazarus Goldschmidt,0.15,low,biblical_studies|jewish_philology|semitic_languages,Jewish Philology | Semitic Languages | Biblical Textual Criticism,,German,Jüdischer Verlag,false,babylonian; talmud,,false
573b31a6-a9ce-4d96-924f-3561f65d0fde,supabase,The Garments of Torah,,Michael Fishbane,0.15,low,biblical_studies|jewish_philology|patristics,Jewish Philology | Biblical Textual Criticism,,English,,false,torah; biblical; hermeneutics,,false
7f669b7d-bb45-4e32-a5d2-4608196def05,supabase,THE BIBLE AS BOOK: The Hebrew Bible and the Judaean Desert Discoveries,,Edward D. Herbert and Emanuel Tov,0.15,low,biblical_studies|biblical_textual_criticism|jewish_philology,Jewish Philology | Biblical Textual Criticism,,English,,false,hebrew bible; [scholar:Emanuel Tov],,false
9d5cd338-bc30-4b6c-8541-a5206ac42995,supabase,Septem contra Thebas,,Aeschylus,0.15,low,greek|latin,Classical Philology | Greek & Latin,,Latin,,false,aeschylus; latin,,false
fb1e91ef-3abd-4ec1-a8aa-8fa7b99f576c,supabase,The Culture of the Babylonian Talmud,,Jeffrey L. Rubenstein,0.15,low,biblical_studies|jewish_philology|semitic_languages,Jewish Philology | Semitic Languages | Biblical Textual Criticism,,English,,false,babylonian; talmud,,false
3c4bfbb8-b9c3-42a1-a3eb-1defc6b424f3,supabase,The Old Testament Pseudepigrapha: Apocalyptic Literature & Testaments,,James H. Charlesworth,0.15,low,biblical_studies|jewish_philology|patristics,Jewish Philology | Biblical Textual Criticism,,English,,false,old testament; pseudepigrapha,,false
